       chevybelair | Fri Feb 19 2021 16:00:08 GMT+0000 (Coordinated Universal Time): uh oh 
        inadex#2374 | Wed Mar 03 2021 15:20:40 GMT+0000 (Coordinated Universal Time): hey guys gamenight games ideas 
        Emizne#1243 | Wed Mar 03 2021 15:24:03 GMT+0000 (Coordinated Universal Time): <@!640026086276595732> 
        Emizne#1243 | Wed Mar 03 2021 15:24:07 GMT+0000 (Coordinated Universal Time): WAKE THE FUCK UP IT'S SHOWTIME 
        distroierONE#4755 | Wed Mar 03 2021 15:24:57 GMT+0000 (Coordinated Universal Time): https://tenor.com/view/ah-shit-here-we-go-again-ah-shit-cj-gta-gta-san-andreas-gif-13933485 
        Emizne#1243 | Wed Mar 03 2021 15:24:59 GMT+0000 (Coordinated Universal Time): project lazarus,dead by daylight but roblox, and project terror 
        Emizne#1243 | Wed Mar 03 2021 15:25:03 GMT+0000 (Coordinated Universal Time): true 
        tiff#0709 | Wed Mar 03 2021 15:25:13 GMT+0000 (Coordinated Universal Time): before rmstf call us fucking toxic 
        tiff#0709 | Wed Mar 03 2021 15:25:17 GMT+0000 (Coordinated Universal Time): for that chat 
        tiff#0709 | Wed Mar 03 2021 15:25:23 GMT+0000 (Coordinated Universal Time): don't start anything there 
        tiff#0709 | Wed Mar 03 2021 15:25:23 GMT+0000 (Coordinated Universal Time): at all 
        tiff#0709 | Wed Mar 03 2021 15:25:34 GMT+0000 (Coordinated Universal Time): before they provoke us having a channel to access 
        distroierONE#4755 | Wed Mar 03 2021 15:25:35 GMT+0000 (Coordinated Universal Time): wait why would we be toxic? 
        tiff#0709 | Wed Mar 03 2021 15:25:48 GMT+0000 (Coordinated Universal Time): they already seen us being toxic 
        tiff#0709 | Wed Mar 03 2021 15:25:56 GMT+0000 (Coordinated Universal Time): have you not seen their reactions when we were there? 
        tiff#0709 | Wed Mar 03 2021 15:26:10 GMT+0000 (Coordinated Universal Time): we kind of continued the drama 
        tiff#0709 | Wed Mar 03 2021 15:26:15 GMT+0000 (Coordinated Universal Time): insulting sty 
        tiff#0709 | Wed Mar 03 2021 15:26:18 GMT+0000 (Coordinated Universal Time): limit that 
        distroierONE#4755 | Wed Mar 03 2021 15:26:18 GMT+0000 (Coordinated Universal Time): No, I joined the server like 10 minutes ago and been doing homework kinda all the time 
        inadex#2374 | Wed Mar 03 2021 15:26:19 GMT+0000 (Coordinated Universal Time): ill still see 
        tiff#0709 | Wed Mar 03 2021 15:26:39 GMT+0000 (Coordinated Universal Time): we're not there to criticize 
        tiff#0709 | Wed Mar 03 2021 15:27:39 GMT+0000 (Coordinated Universal Time): i dealt witht he khanh thing already 
        tiff#0709 | Wed Mar 03 2021 15:28:24 GMT+0000 (Coordinated Universal Time):  
        Alternious#8720 | Wed Mar 03 2021 15:28:36 GMT+0000 (Coordinated Universal Time): sorry tiff i just cant respect a dept run by a doxxer that systematically harasses/bullies my friend wendy 
        tiff#0709 | Wed Mar 03 2021 15:28:39 GMT+0000 (Coordinated Universal Time):  
        Alternious#8720 | Wed Mar 03 2021 15:28:56 GMT+0000 (Coordinated Universal Time): ill try to respect it but its difficult 
        Alternious#8720 | Wed Mar 03 2021 15:28:57 GMT+0000 (Coordinated Universal Time): yk 
        tiff#0709 | Wed Mar 03 2021 15:29:11 GMT+0000 (Coordinated Universal Time): it is 
        tiff#0709 | Wed Mar 03 2021 15:29:26 GMT+0000 (Coordinated Universal Time): but seriously, if we want amends with them, we can't be toxic there 
        tiff#0709 | Wed Mar 03 2021 15:29:45 GMT+0000 (Coordinated Universal Time): it'll push them more away from us if they keep seeing us as toxic 
        Emizne#1243 | Wed Mar 03 2021 15:29:47 GMT+0000 (Coordinated Universal Time): <@!295635246102347778> IS KHAN A NCO 
        tiff#0709 | Wed Mar 03 2021 15:29:53 GMT+0000 (Coordinated Universal Time): sty already calls us corrupt 
        tiff#0709 | Wed Mar 03 2021 15:30:00 GMT+0000 (Coordinated Universal Time): possibly by "biased nco's" 
        tiff#0709 | Wed Mar 03 2021 15:30:06 GMT+0000 (Coordinated Universal Time): no 
        distroierONE#4755 | Wed Mar 03 2021 15:30:22 GMT+0000 (Coordinated Universal Time): how tf should that even work 
        tiff#0709 | Wed Mar 03 2021 15:30:52 GMT+0000 (Coordinated Universal Time): the main reason why they hate us because we target sty 
        Alternious#8720 | Wed Mar 03 2021 15:30:58 GMT+0000 (Coordinated Universal Time): most of the time its them being toxic not us 
        tiff#0709 | Wed Mar 03 2021 15:30:59 GMT+0000 (Coordinated Universal Time): and so we're seen as biased against sty 
        tiff#0709 | Wed Mar 03 2021 15:31:02 GMT+0000 (Coordinated Universal Time): which is right but 
        Alternious#8720 | Wed Mar 03 2021 15:31:03 GMT+0000 (Coordinated Universal Time): lolz 
        tiff#0709 | Wed Mar 03 2021 15:31:23 GMT+0000 (Coordinated Universal Time): we can't communicate with others if they keep seeing us as biased 
        inadex#2374 | Wed Mar 03 2021 15:32:19 GMT+0000 (Coordinated Universal Time):  
        Emizne#1243 | Wed Mar 03 2021 15:37:31 GMT+0000 (Coordinated Universal Time): true 
        Emizne#1243 | Wed Mar 03 2021 15:37:56 GMT+0000 (Coordinated Universal Time): the second one is a fucking monke 
        -Kai-#0001 | Wed Mar 03 2021 15:46:43 GMT+0000 (Coordinated Universal Time): sheeesh 
        Wendee bee#2366 | Sun Mar 07 2021 12:49:45 GMT-0500 (Eastern Standard Time): i love TPB 
        Wendee bee#2366 | Sun Mar 07 2021 12:49:51 GMT-0500 (Eastern Standard Time): its so much better here than in RMS 🥲 
        Peralas#1236 | Sun Mar 07 2021 12:54:29 GMT-0500 (Eastern Standard Time): a 
        Peralas#1236 | Sun Mar 07 2021 12:54:31 GMT-0500 (Eastern Standard Time): a 
        Peralas#1236 | Sun Mar 07 2021 12:54:44 GMT-0500 (Eastern Standard Time): a 
        Peralas#1236 | Sun Mar 07 2021 12:55:17 GMT-0500 (Eastern Standard Time): a 
        Phantom Bot#8560 | Sun Mar 07 2021 12:55:17 GMT-0500 (Eastern Standard Time): <@484071146258694147> crying 
        inadex#2374 | Sun Mar 07 2021 12:55:32 GMT-0500 (Eastern Standard Time): go on 
        Peralas#1236 | Sun Mar 07 2021 12:55:58 GMT-0500 (Eastern Standard Time): u dshfjksdhfuisdhf 
        Phantom Bot#8560 | Sun Mar 07 2021 12:55:58 GMT-0500 (Eastern Standard Time): <@484071146258694147> why u kick me 
        baby goos#1000 | Sun Mar 07 2021 12:56:08 GMT-0500 (Eastern Standard Time): bro ... 
        baby goos#1000 | Sun Mar 07 2021 12:56:14 GMT-0500 (Eastern Standard Time): whos talking with the bot 
        baby goos#1000 | Sun Mar 07 2021 12:56:19 GMT-0500 (Eastern Standard Time): only one i know who talks with the bot is NUB 
        Peralas#1236 | Sun Mar 07 2021 12:57:06 GMT-0500 (Eastern Standard Time): i can host bot longer 
        Peralas#1236 | Sun Mar 07 2021 12:57:10 GMT-0500 (Eastern Standard Time): than just 
        _naaD#6947 | Sun Mar 07 2021 12:57:11 GMT-0500 (Eastern Standard Time): thnk 
        Wendee bee#2366 | Sun Mar 07 2021 12:57:15 GMT-0500 (Eastern Standard Time): yesyes np!!! 
        Peralas#1236 | Sun Mar 07 2021 12:57:15 GMT-0500 (Eastern Standard Time): 15 minutes 
        Wendee bee#2366 | Sun Mar 07 2021 12:57:19 GMT-0500 (Eastern Standard Time): much love 😄 
        baby goos#1000 | Sun Mar 07 2021 12:57:20 GMT-0500 (Eastern Standard Time): https://cdn.discordapp.com/attachments/780542375521026049/817959765312929832/8fxc8iyKahimZDbj.mp4 
        Peralas#1236 | Sun Mar 07 2021 12:57:49 GMT-0500 (Eastern Standard Time): asdasdasdasd 
        Phantom Bot#8560 | Sun Mar 07 2021 12:57:49 GMT-0500 (Eastern Standard Time): uwu 
        BoringOtaku#1130 | Sun Mar 07 2021 12:57:58 GMT-0500 (Eastern Standard Time): haha 
        baby goos#1000 | Sun Mar 07 2021 12:58:02 GMT-0500 (Eastern Standard Time): stop! 
        BoringOtaku#1130 | Sun Mar 07 2021 12:58:03 GMT-0500 (Eastern Standard Time): Christian go brrr 
        Willl#8943 | Sun Mar 07 2021 12:58:07 GMT-0500 (Eastern Standard Time): it isnt viny 
        baby goos#1000 | Sun Mar 07 2021 12:58:10 GMT-0500 (Eastern Standard Time): its 
        Willl#8943 | Sun Mar 07 2021 12:58:12 GMT-0500 (Eastern Standard Time): dumb dumb bubble gum 
        Willl#8943 | Sun Mar 07 2021 12:58:14 GMT-0500 (Eastern Standard Time): no it isnt 
        baby goos#1000 | Sun Mar 07 2021 12:58:14 GMT-0500 (Eastern Standard Time): HOW 
        baby goos#1000 | Sun Mar 07 2021 12:58:21 GMT-0500 (Eastern Standard Time): its 
        Willl#8943 | Sun Mar 07 2021 12:58:22 GMT-0500 (Eastern Standard Time): <@!811041929147187201> when implement your bot 
        baby goos#1000 | Sun Mar 07 2021 12:58:23 GMT-0500 (Eastern Standard Time): its 
        baby goos#1000 | Sun Mar 07 2021 12:58:25 GMT-0500 (Eastern Standard Time): pera_las 
        baby goos#1000 | Sun Mar 07 2021 12:58:27 GMT-0500 (Eastern Standard Time): i forgot ur name 
        AjGamerslayer#6058 | Sun Mar 07 2021 12:59:09 GMT-0500 (Eastern Standard Time): !getroles 
        Bloxlink#6871 | Sun Mar 07 2021 12:59:11 GMT-0500 (Eastern Standard Time): Welcome to **The Phantom Battalion**, AjGamerslayer! Visit <https://blox.link/verify/> to change your account. 
        tiff#0709 | Sun Mar 07 2021 12:59:35 GMT-0500 (Eastern Standard Time): https://media.discordapp.net/attachments/734820755245629460/818180901715443722/caption.gif 
        chris!#8501 | Sun Mar 07 2021 12:59:53 GMT-0500 (Eastern Standard Time): spi 
        baby goos#1000 | Sun Mar 07 2021 12:59:56 GMT-0500 (Eastern Standard Time): teah 
        baby goos#1000 | Sun Mar 07 2021 12:59:56 GMT-0500 (Eastern Standard Time): yeah 
        baby goos#1000 | Sun Mar 07 2021 12:59:57 GMT-0500 (Eastern Standard Time): spi 
        Willl#8943 | Sun Mar 07 2021 13:00:11 GMT-0500 (Eastern Standard Time): anyone 
        Willl#8943 | Sun Mar 07 2021 13:00:12 GMT-0500 (Eastern Standard Time): wanna help me 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:16 GMT-0500 (Eastern Standard Time): with 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:19 GMT-0500 (Eastern Standard Time): O_O 
        Willl#8943 | Sun Mar 07 2021 13:00:21 GMT-0500 (Eastern Standard Time): lanning PR 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:26 GMT-0500 (Eastern Standard Time): 👀 
        Willl#8943 | Sun Mar 07 2021 13:00:27 GMT-0500 (Eastern Standard Time): i need to better understand the uhh 
        Willl#8943 | Sun Mar 07 2021 13:00:28 GMT-0500 (Eastern Standard Time): classes 
        chris!#8501 | Sun Mar 07 2021 13:00:30 GMT-0500 (Eastern Standard Time):  
        distroierONE#4755 | Sun Mar 07 2021 13:00:30 GMT-0500 (Eastern Standard Time): CT
+5 Valor
+2 Valor to Tiff
Viny left early, Aj joined late +3 Valor 
        Willl#8943 | Sun Mar 07 2021 13:00:33 GMT-0500 (Eastern Standard Time): http://www.roblox.com/games/5361853069/Auroras-Dam?privateServerLinkCode=CO7RnZFcpN9uB9CewlgN_gcwnfi6T1Tc 
        tiff#0709 | Sun Mar 07 2021 13:00:34 GMT-0500 (Eastern Standard Time): classes 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:38 GMT-0500 (Eastern Standard Time): which 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:38 GMT-0500 (Eastern Standard Time): classes 
        chris!#8501 | Sun Mar 07 2021 13:00:40 GMT-0500 (Eastern Standard Time): theyre simple 
        tiff#0709 | Sun Mar 07 2021 13:00:41 GMT-0500 (Eastern Standard Time): i can come for like 10 mins 
        chris!#8501 | Sun Mar 07 2021 13:00:43 GMT-0500 (Eastern Standard Time): sage = medic 
        tiff#0709 | Sun Mar 07 2021 13:00:44 GMT-0500 (Eastern Standard Time): actually 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:45 GMT-0500 (Eastern Standard Time): oh 
        chris!#8501 | Sun Mar 07 2021 13:00:46 GMT-0500 (Eastern Standard Time): recon = recon 
        tiff#0709 | Sun Mar 07 2021 13:00:46 GMT-0500 (Eastern Standard Time): gotta make food 
        tiff#0709 | Sun Mar 07 2021 13:00:47 GMT-0500 (Eastern Standard Time): for work 
        chris!#8501 | Sun Mar 07 2021 13:00:48 GMT-0500 (Eastern Standard Time): AR=AR 
        Willl#8943 | Sun Mar 07 2021 13:00:49 GMT-0500 (Eastern Standard Time): ik 
        chris!#8501 | Sun Mar 07 2021 13:00:50 GMT-0500 (Eastern Standard Time): then theres a dev 
        Willl#8943 | Sun Mar 07 2021 13:00:51 GMT-0500 (Eastern Standard Time): but i wanna see 
        Willl#8943 | Sun Mar 07 2021 13:00:53 GMT-0500 (Eastern Standard Time): their abilities 
        Wendee bee#2366 | Sun Mar 07 2021 13:00:56 GMT-0500 (Eastern Standard Time): idk those O_O 
        Timmobrowo#9663 | Sun Mar 07 2021 13:00:58 GMT-0500 (Eastern Standard Time): i can help you 
        tiff#0709 | Sun Mar 07 2021 13:00:59 GMT-0500 (Eastern Standard Time): i do not get valor 
        chris!#8501 | Sun Mar 07 2021 13:01:00 GMT-0500 (Eastern Standard Time): theres no abilities its just 
        Willl#8943 | Sun Mar 07 2021 13:01:00 GMT-0500 (Eastern Standard Time): join and select anyone 
        chris!#8501 | Sun Mar 07 2021 13:01:01 GMT-0500 (Eastern Standard Time): different guns 
        tiff#0709 | Sun Mar 07 2021 13:01:03 GMT-0500 (Eastern Standard Time): don't include me in uh 
        Willl#8943 | Sun Mar 07 2021 13:01:04 GMT-0500 (Eastern Standard Time): except trooper 
        baby goos#1000 | Sun Mar 07 2021 13:01:06 GMT-0500 (Eastern Standard Time): chris are those your body cells trying to kill you because youre so fat 
        tiff#0709 | Sun Mar 07 2021 13:01:08 GMT-0500 (Eastern Standard Time): mvps anymore 
        distroierONE#4755 | Sun Mar 07 2021 13:01:11 GMT-0500 (Eastern Standard Time): OH 
        distroierONE#4755 | Sun Mar 07 2021 13:01:12 GMT-0500 (Eastern Standard Time): FU 
        distroierONE#4755 | Sun Mar 07 2021 13:01:14 GMT-0500 (Eastern Standard Time): I FORGOT 
        Cel#6030 | Sun Mar 07 2021 13:01:16 GMT-0500 (Eastern Standard Time): UwU 
        tiff#0709 | Sun Mar 07 2021 13:01:17 GMT-0500 (Eastern Standard Time): ya! 
        baby goos#1000 | Sun Mar 07 2021 13:01:22 GMT-0500 (Eastern Standard Time): cel im going to fuckigng  ykill you 
        baby goos#1000 | Sun Mar 07 2021 13:01:27 GMT-0500 (Eastern Standard Time): <:roge:787047684035969034> 
        Peralas#1236 | Sun Mar 07 2021 13:02:15 GMT-0500 (Eastern Standard Time): asdsda 
        Phantom Bot#8560 | Sun Mar 07 2021 13:02:16 GMT-0500 (Eastern Standard Time): uwu 
        distroierONE#4755 | Sun Mar 07 2021 13:02:30 GMT-0500 (Eastern Standard Time): Ended. 
        Timmobrowo#9663 | Sun Mar 07 2021 13:02:47 GMT-0500 (Eastern Standard Time):  
        chris!#8501 | Sun Mar 07 2021 13:02:49 GMT-0500 (Eastern Standard Time):  
        Wendee bee#2366 | Sun Mar 07 2021 13:03:18 GMT-0500 (Eastern Standard Time): LOL 
        AjGamerslayer#6058 | Sun Mar 07 2021 13:03:20 GMT-0500 (Eastern Standard Time): why is the bot a furry 
        Cel#6030 | Sun Mar 07 2021 13:03:39 GMT-0500 (Eastern Standard Time): because it loves me 😍 
        Alternious#2021 | Sun Mar 07 2021 13:03:49 GMT-0500 (Eastern Standard Time): what rms thinks of tpb to wendy: "TPB is a toxic shithole and will prob make wendy ragequit honestly" 
        AjGamerslayer#6058 | Sun Mar 07 2021 13:03:59 GMT-0500 (Eastern Standard Time): Bro.. 
        Alternious#2021 | Sun Mar 07 2021 13:04:00 GMT-0500 (Eastern Standard Time): what tpb actually is to wendy: "yoooo wendy you pog ya xd" 
        AjGamerslayer#6058 | Sun Mar 07 2021 13:04:05 GMT-0500 (Eastern Standard Time): That's my mom... 
        Cel#6030 | Sun Mar 07 2021 13:04:17 GMT-0500 (Eastern Standard Time): 😳 
        Cel#6030 | Sun Mar 07 2021 13:04:23 GMT-0500 (Eastern Standard Time): even better... 
        Cel#6030 | Sun Mar 07 2021 13:04:25 GMT-0500 (Eastern Standard Time): ;) 
        AjGamerslayer#6058 | Sun Mar 07 2021 13:04:34 GMT-0500 (Eastern Standard Time): OH NO 
        Alternious#2021 | Sun Mar 07 2021 13:04:55 GMT-0500 (Eastern Standard Time): cel you're fucking weird 
        Cel#6030 | Sun Mar 07 2021 13:05:05 GMT-0500 (Eastern Standard Time): :))) 
        baby goos#1000 | Sun Mar 07 2021 13:05:06 GMT-0500 (Eastern Standard Time): tbh 
        Alternious#2021 | Sun Mar 07 2021 13:06:39 GMT-0500 (Eastern Standard Time): dont talk 
        Peralas#1236 | Sun Mar 07 2021 13:07:10 GMT-0500 (Eastern Standard Time): helads 
        Phantom Bot#8560 | Sun Mar 07 2021 13:07:10 GMT-0500 (Eastern Standard Time): <@629485216062242858> 😉 
        Cel#6030 | Sun Mar 07 2021 13:07:11 GMT-0500 (Eastern Standard Time): nahh 
        Cel#6030 | Sun Mar 07 2021 13:07:17 GMT-0500 (Eastern Standard Time): ;) 
        Alternious#2021 | Sun Mar 07 2021 13:07:28 GMT-0500 (Eastern Standard Time): <@!811624825557876786> sex xd lol xd 
        Alternious#2021 | Sun Mar 07 2021 13:07:32 GMT-0500 (Eastern Standard Time): <@!811624825557876786> 
        Alternious#2021 | Sun Mar 07 2021 13:07:34 GMT-0500 (Eastern Standard Time): <@!811624825557876786> 
        Alternious#2021 | Sun Mar 07 2021 13:07:35 GMT-0500 (Eastern Standard Time): <@!811624825557876786> 
        Peralas#1236 | Sun Mar 07 2021 13:07:49 GMT-0500 (Eastern Standard Time): asddas 
        Phantom Bot#8560 | Sun Mar 07 2021 13:07:49 GMT-0500 (Eastern Standard Time): nah u stink 
        Cel#6030 | Sun Mar 07 2021 13:09:20 GMT-0500 (Eastern Standard Time): <@!811624825557876786> my love 😍 
        Peralas#1236 | Sun Mar 07 2021 13:09:39 GMT-0500 (Eastern Standard Time): sdad 
        Phantom Bot#8560 | Sun Mar 07 2021 13:09:39 GMT-0500 (Eastern Standard Time): hello wife 
        Cel#6030 | Sun Mar 07 2021 13:09:57 GMT-0500 (Eastern Standard Time): hello husband :)) 
        inadex#2374 | Sun Mar 07 2021 13:10:16 GMT-0500 (Eastern Standard Time): time to go downstairs and see if i'll be back before the PR or in  years 
        Cel#6030 | Sun Mar 07 2021 13:10:23 GMT-0500 (Eastern Standard Time): oop 
        Archoi#6560 | Sun Mar 07 2021 13:15:42 GMT-0500 (Eastern Standard Time):  
        duskly#8686 | Sun Mar 07 2021 13:16:31 GMT-0500 (Eastern Standard Time): <@!811624825557876786> i love you
